"","pred","se"
"1",13.1219513712281,0.10339608491583
"2",13.1278894081153,0.103396085426998
"3",13.1338274450024,0.103396085938166
"4",13.1397654818895,0.103396086449334
"5",13.1457035187767,0.103396086960502
"6",13.1516415556638,0.10339608747167
"7",13.1575795925509,0.103396087982838
"8",13.1635176294381,0.103396088494006
"9",13.1694556663252,0.103396089005174
"10",13.1753937032123,0.103396089516342
"11",13.1813317400994,0.10339609002751
"12",13.1872697769866,0.103396090538678
"13",13.1932078138737,0.103396091049846
"14",13.1991458507608,0.103396091561014
"15",13.205083887648,0.103396092072182
"16",13.2110219245351,0.10339609258335
"17",13.2169599614222,0.103396093094518
"18",13.2228979983094,0.103396093605686
"19",13.2288360351965,0.103396094116854
"20",13.2347740720836,0.103396094628022
"21",13.2407121089708,0.10339609513919
"22",13.2466501458579,0.103396095650358
"23",13.252588182745,0.103396096161526
"24",13.2585262196322,0.103396096672694
"25",13.2644642565193,0.103396097183862
"26",13.2704022934064,0.10339609769503
"27",13.2763403302935,0.103396098206198
"28",13.2822783671807,0.103396098717366
"29",13.2882164040678,0.103396099228533
"30",13.2941544409549,0.103396099739701
"31",13.3000924778421,0.103396100250869
"32",13.3060305147292,0.103396100762037
"33",13.3119685516163,0.103396101273205
"34",13.3179065885035,0.103396101784373
"35",13.3238446253906,0.103396102295541
"36",13.3297826622777,0.103396102806709
"37",13.3357206991649,0.103396103317877
"38",13.341658736052,0.103396103829045
"39",13.3475967729391,0.103396104340213
"40",13.3535348098263,0.103396104851381
"41",13.3594728467134,0.103396105362548
"42",13.3654108836005,0.103396105873716
"43",13.3713489204876,0.103396106384884
"44",13.3772869573748,0.103396106896052
"45",13.3832249942619,0.10339610740722
"46",13.389163031149,0.103396107918388
"47",13.3951010680362,0.103396108429556
"48",13.4010391049233,0.103396108940724
"49",13.4069771418104,0.103396109451892
"50",13.4129151786976,0.10339610996306
"51",13.4188532155847,0.103396110474227
"52",13.4247912524718,0.103396110985395
"53",13.430729289359,0.103396111496563
"54",13.4366673262461,0.103396112007731
"55",13.4426053631332,0.103396112518899
"56",13.4485434000204,0.103396113030067
"57",13.4544814369075,0.103396113541235
"58",13.4604194737946,0.103396114052403
"59",13.4663575106817,0.10339611456357
